"x","y","topic","rating","review"
8.541090965271,7.75319337844849,"Iberia Customer Complaints",1,"The inflights service is good, amazing flight crew.
But their customer service is the worst, they literally stole me 96,000 avios and 600$ (I have a claim with the DOT open). Fly with Iberia only if you NEVER plan to cancel or change your flight, even if it's refundable."
10.7433109283447,4.06723880767822,"Iberia Seat Booking",1,"Iberia changed so many times our flight schedule. 20 days before departure one flight segment was cancelled. When check-in paid seats disappeared. When I called Iberia I only got answers like - we can do nothing, even when alternatives were available. Iberia is a kindergarden. Not a serious airline."
10.1737413406372,6.03196811676025,"Iberia Flight Delays",1,"Facts: 1. Poor check-in counter staff availability. As a result long queues on the check-in counter. Staff arrived 90 mins before flight departure. Before that there was no sign of Iberia on the check-in counters at Lisbon Airport. Had to ask other airline staff for the Iberia check-in counter.
2. Gate information was disclosed only 30 mins before flight departure. We had over 90 mins at Madrid airport to catch our connecting flight. No airline staff informed us about the updated gate or the terminal one needs to go to get the connecting flight. Unprofessional ground staff.
3. Baby stroller which was carried via cabin baggage was missed by airline staff along with over 10 cabin baggages at Madrid airport during the connecting flight transfer. Passengers were queueing up at Cairo airport to file their missing baggage report.
4. NSAS (delegated representative of Iberia at Cairo airport) gave us a PIR form with all info without the PIR reference number.
5. Iberia staff who cannot be approached by any way other than a phone call asked repeatedly for the PIR number. Iberia website is useless without a PIR number.
6. We called Iberia phone number for baggage delay over 7 times and each time the customer support will ask to choose a IVRS option which did not exist. Unprofessional phone support.
7. Iberia Instagram profile responded back saying they do not recognise NSAS as their representative. There is no counter of Iberia at Cairo international Airport and NSAS features Iberia logo along with many other airlines for baggage and logistics support. Iberia itself does not know about NSAS and cannot get in touch with NSAS (the entity they hired for Cairo operations).
8. The website for filing the delayed baggage claim does not work and gets stuck on a loop of """"please wait"""". 

Very frustrating at several levels. I wish they file bankruptcy soon. Such a sham should not be allowed to operate at this level of negligence."
10.241849899292,6.50391864776611,"Lost Luggage Refunds",1,"AVOID!!!!
It's been over three weeks since these incompetent airlines have lost my luggage. Over one week ago they said they have found it and they're sending it over to my home address in Poland. They sent it from Madrid to Munich and then it was meant to be sent to Krakow... after few days I called the airlines to find out what is going on with my luggage, I couldn't believe when they said the luggage is being sent from Munich back to Madrid and they don't know why, probably some mistake...Until today I have no idea where is my luggage and I don't think they do..."
9.44600582122803,6.56351900100708,"Iberia Flight Delays",1,"Avoid Iberia if possible. My experience on flight OSL-MAD-GRU on 13/12/24:

- Long queues to check in luggage at OSL airport. I waited more than 1 hour in the queue.
- Messy and slow boarding process at MAD airport.
- Charges for everything like a low-cost airline.
- Not possible to change a pre-booked luggage allowance from 15kg to 23kg; I had to buy a new 23kg luggage allowance for 75 EUR.
- Delayed flight in MAD caused me to miss my connection for a domestic flight in GRU.
- Delayed luggage at GRU. Long queue at GRU with only one staff member to support all passengers who did not receive their luggage. I do not understand why my luggage was missed. My connection in MAD was more than 4 hours.
- No meal or drink served on the first flight (3-hour flight from OSL to MAD).
- Unfriendly staff in general.
- I should have listened to my friends who advised me to avoid Iberia."
10.5359668731689,2.56130170822144,"Iberia Refund Policy",1,"We had a time sensitive flight and had to be at our destination to receive our dog,. who was traveling internationally on another airline due to Iberia's restrictions. Iberia canceled our carefully planned business class tickets at the last minute - only by email. When we called, there was not option with Iberia that would get us to our destination in time to receive our dog. We asked to cancel and to receive a refund. Instead, they went ahead and booked another flight - and sent notice by email. This option did not work as we would arrive only the day after our dog. Finally, after hours navigating the horrible customer service we were granted a refund - maybe - this we will only know in 72 hours. This arbitrary cancelation cost us thousands in extras when we had to rebook with another airline to arrive on time. Horrible airline, avoid at all costs."
7.70348405838013,7.83007001876831,"Iberia Customer Complaints",1,"Terrible airline avoid at all costs.  You end up paying for all services twice because they are unable to apply baggage, flexibility, food, and seat selection to code share partners.  It is better to choose a discount carrier than Iberia."
7.3157525062561,3.15737247467041,"Lost Luggage Refunds",1,"Flight was good and bad. The plane was dirty and our seat trays didn’t work. Seats were old not enough cushion on them.  The flight attendants were nice and very attentive. The food were good as well.  What made this four stars go into 1 is that they made me wait all that time looking dumb waiting for my bag when they knew it was still in Madrid. They told me it was going to arrive the next day and will be delivered same day. It didn’t arrive till the second day… my luggage looked like it was handled by the hulk. My brand new luggage came back with two missing wheels and beat up. I can’t seem to file a claim online it kept giving me errors and took forever to speak to someone on customer service line. When we finally got someone they barely spoke English and after all that explaining the call drops.  By the way when they called for us to get my bag we had to go to the car and we had to ask the man to open the trunk for us. He didn’t even get out of the vehicle. Very unprofessional. So very disappointing."
9.86075973510742,4.17680692672729,"Iberia Customer Complaints",1,"I can't change my password. I tried three times. I can't login at Iberia and can't use the free wifi in the airplane. They send me a mail that I have to change the password, but doesn't work. The ground stewardessen were also not so friendly."
7.07190895080566,2.73426270484924,"Airline Baggage Policy",1,"They lose your bags and have no clue where it is. Dont let them handle anything of value. This ruined our 4k vacation. Thank you Iberia."
8.83622455596924,7.87768316268921,"Iberia Customer Complaints",1,"I am a gold member since 2017. I wanted to buy an upgrade from premium economy to business and they told me it was full. At least they pass 6 people from economy to business because they were friends . It is most important to know someone in Iberia than your business. I am going to change to American airline"
8.07016277313232,1.52250933647156,"Airline Refund Scams",1,"They cancelled my flight the day before I was due to leave with no recourse but a full refund. It cost me double to rebook. No email, no nothing. I found out by checking with the host airline. The customer service guy was great, but Wow! the day before I leave right before the Christmas rush? Happy Holidays Iberian! You ruined mine."
7.53510189056396,4.23859882354736,"Madrid Flight Delays",1,"Do NOT use.  Economy is a cattle car, which allows the person in front to recline the seat in your face.  The airplane was old and the seats had thin cushions which caused our bottoms to be sour for 9 hours even with a pillow and blanket for extra cushion.

Do NOT ever connect through Madrid on any airline, it takes one hour from terminal to terminal and passport control had 2 agents for 100 people.  Had we not cut in line we would have missed our flight.  On return home they lost our luggage, 3 bags.  The flight from Paris to Madrid landed on time and they had 90 minutes to transfer our luggage.  In Miami we waited for an hour and no luggage arrived.  We landed at 7:42pm and at 7:47pm we got an email from Iberia in Spanish which said they did not send our luggage on our flight.  This email could have been sent 9 hours prior so we would not have waited at baggage claim for an hour.

At least 10 people did not get their luggage on this flight.  Severa of us received the email which had a link to fill out a lost luggage claim.  Others had to wait for someone to arrive with paper forms."
7.98347759246826,3.02172040939331,"Iberia Seat Booking",1,"Paid to upgrade our flight online. Told, very indifferently, at airport that our booked  seats weren't available (Systems error.!). Check in a shambles. Hundreds of passengers: 2/3 desk staff. Verbally aggressive and objectionable Iberian lobby assistants. Told dismissively to get a refund online. Our very pleasant few days in Madrid was totally spoilt by this inept. rude and chaotically run company. And incidentally this wasn't at budget level charges. Its a wonder they are still in business."
6.56918525695801,8.56619644165039,"Iberia Flight Review",4,"Iberia operates HEL BCN and HEL MAD for Finnair with their A321's. They were good once again: very good cabin crews (a mix of senior & junior staff), the meals were tasty and well-presented (by Gate Gourmet, the MAD sector has meals by DO & CO which produces even better meals), and both flights were on time.

Why not 5 stars? The aircraft they used both ways (EC-IJN) is over 20 years old, the seats and the legroom are the same as in economy, and there is no IFE on the older A321's.

All cabin crews were very good, and the purser on the BCN HEL sector on 08 December was outstanding (I guess his name was Ricardo): what a welcoming & professional person who did his job with joy, great motivation and enthusiasm, and comforted a younger passenger afraid of flying throughout the 4-hour flight. An exceptional purser indeed - Iberia should be very proud to have a person like him working for the company!"
7.92565250396729,7.57548809051514,"Iberia Customer Complaints",1,"THIS AIRLINE IS THE WORST! It's been ONE WEEK ALREADY from the flight between Berlin and Buenos Aires, they lost my husband's baggage and nobody knows what happened or gives os any kind of solution.... NEVER FLY Iberia."
