"x","y","topic","rating","review"
10.3865346908569,9.13848876953125,"Asiana Flight Review",4,"We actually had a good experience flying from Busan, S Korea to Osaka, Japan!  First, we were blessed with an angel customer service agent at Busan Airport.  The security lines at Busan are disorganized and inefficient.  I was in a wheelchair, and this angel took it upon herself to find us and escort us to the handicapped security entrance. (Which was not well marked.). Instead of waiting a very long time, and possibly missing our flight, we breezed through.  Thank you!  (Advice - Arrive WAY more than 2 hours in advance of your flight.) The flight itself was comfortable, although no frills.  They did not even serve water.  I believe the flight was actually Air Busan, in a partnership with Asiana.  They DID provide a snack.  No wifi.   No movies.  Still it was a fairly short flight, and there were no issues."
10.9166851043701,5.01708030700684,"Asian Airline Comparison",1,"My brand new checked suitcase was damaged during my trip with Asiana.  From my perspective, the large rip was caused by something sharp that ran through my suitcase.  I considered it was resulted from rough baggage handling by Asiana.  I filed a compliant with them.  They have denied my claim twice based on their policy that they won't replace or repair the damage because they expect this kind of damage with normal luggage handling.   I disagree their assessment and decision.  
Asiana is putting the full burden on its customers when Asiana is at fault.  I was a new customer of Asiana and I will not fly Asiana again."
10.3085041046143,11.77796459198,"Asian Airline Comparison",1,"Asiana is a primitive airline that does not take any accountability or priority for customer service. We booked a return flight from Tokyo to San Francisco in advance and there was a connection in Seoul, South Korea.

Admittedly, we assumed the connecting flight was at the same airport but Asiana sold us a flight from Haneda to Gimpo, with our transfer to San Francisco being at Incheon.

This is an illogical travel itinerary that no one would willingly book because this requires you to claim your luggage, leave customs, travel to another airport at least one hour away, and reenter security again. Asiana should not be offering such a flight on their booking system. I have never experienced this with any other airline or country.

The Asiana staff at Haneda guaranteed that despite the airport transfer inconvenience, there is at least free shuttle from Gimpo to Incheon that takes 1.5 hours.

Upon our arrival at Gimpo, we learned there was no such shuttle and the Asiana staff at Gimpo advised us to either take the city bus or a taxi. They offered no reimbursements or complimentary vouchers of any sort and suggested we complain on their website.

Since we had to pick up 4 checked-in luggage to leave Gimpo, a city bus was not feasible for us because of our baggage so we paid for a $100 taxi to Incheon.

Upon arrival at Incheon, we were told one of our boarding passes was missing information so we had to go to a special desk to get our boarding pass. We had no issue getting our boarding pass from Haneda to Gimpo so this surprised us.

When we expressed our frustration to Asiana at Incheon, the staff said it’s not them, “it’s America.” I’m not sure what that means.

Additionally, when we booked our tickets, we had assigned seats next to each other but the clerk said seats were sold out and had us separated. The ticket that was “missing information” was also flagged for a required additional security interview.

We are waiting in line at security as we are writing this. This whole fiasco cost us way more time and energy than traveling should require. We will not be flying with Asiana again."
10.3048133850098,11.7905578613281,"Asian Airline Comparison",1,"I could understand that the current snow situation at South Korea is unexpected but if Asiana flew my family from Singapore to Incheon, then they should know that there is a connecting flight from Incheon to Fukuoka since both flights are from the same airline and they should plan for it and not allow them stranded at Incheon airport without any lodging and food and ask them to find their ways to fly out of Incheon themselves. Where is their responsibility? You seriously allowing your reputation going down the drain. For info, the tickets are booked directly from Asiana App and not through a third party. No more Asiana."
8.29465484619141,4.99566268920898,"Asian Airline Comparison",1,"When you call customer service they often are too busy to take your call and just hang up. A really horrible airline that doesn't care about it's customers"
6.56407499313354,7.23366403579712,"Flight Attendant Service",5,"Good experience. Good legroom, check-in was smooth and prompt, friendly service in and off the plane. Plenty of meals and filling."
8.46486759185791,7.82245874404907,"Airline Seating Review",2,"We flew on Asiana's Airbus A380-800 on the upper deck economy class to and from Incheon Airport.  The seats were very, very hard on both flights.  We had to put a pillow on top of our seats to make them more comfortable to sit on.  Still didn't help.  The seats on their 777-200ERs are much more thicker and much more comfortable. 

We have flown the same route several times but it appears that they have cut down on their meal service.  The gap between meals was about 10 hours and nothing was served in between.  No mid-flight snacks given.  In addition, on our previous flights with Asiana, flight attendants walked around the cabin for water and coffee service throughout the flight.  They were working nonstop to keep passengers comfortable. 
This time, we only saw them do that a few times.  It seems that Asiana Airlines have also cut down on coffee service and drinking water service as well.  Now, you have to request to get water on the flight. 

Their A380-800 is aging and needs some upgrades, especially the seats.  Flight attendants now are not as friendly as before.  Seats on the A380 are worn out and dirty. 

The boarding process both from LAX and ICN are very chaotic.  After Business Class passengers boarded, they let everyone in Economy Class board all at the same time. It would be more organized if they board the people in the back first and work towards the front of the plane.  As a result, boarding was very stressful because a lot of people ahead of us were blocking the aisle to store their luggages on the bins so it took longer to get to our seats.  Asiana has to find a better way to board passengers.

I hope Asiana reads this review.   I don't believe we will fly Asiana again in the near future because of our """"not so pleasant"""" flight experience."
8.53410530090332,9.25670337677002,"Asiana Flight Review",2,"Flew on the A350 Business class to Seoul.  The product is old with one small storage space inside the armrest.  The food was ordinary and not what should be expected in business class.  The flight crew was gracious and attentive, but again, not exceptional.

The Asiana lounge had limited and I highlight """"limited"""" selection of food and beverages.   The lounge was a disappointment.

The only great part was the flat bed for a long haul flight."
10.8277273178101,10.8117980957031,"Asiana Flight Review",1,"Im planning a trip w my family and my infant niece. As i hold star alliance gold status. I decide to fly asiana which is part of star alliance, even though Korea Air is a few dollars cheaper.
But the booking experience is a nightmare. I key in all my family details and the baby details, but is unable to submit the details.
Ive tried multiple times and its so annoying till im thinking of using Korea Air instead."
5.07720470428467,7.33193969726562,"Flight Attendant Service",5,"We had so much room and the high ceiling was so much better than what we are used to. The food was excellent and flight attendants were the hardest working people I have ever seen. The seats layed down flat and everything worked, which was refreshing. It will be hard to fly our usual airlines after experiencing such incredible service. We have questioed if business class was even worth it on most airlines we fly but it certainly was on this airline."
7.58728456497192,5.33786201477051,"Flight Attendant Service",1,"It was horrible changed our seats from 10 to last row. They  said it wasn't  they fault for changing our seats first time this has happened I recommend not going on this airline"
7.29713201522827,6.52651023864746,"Flight Attendant Service",2,"It is a short flight just over 2 hours, but we were delayed 30 minutes which obviously could not be helped, the inflight entertainment was not working, I could not watch a movie to pass the time, the onboard meal was a take it or leave it dish, there was no choice, I left it as it was disgusting, many people left it. Drinks choice was fruit juice, water or coke, no alcohol or hot drinks"
9.80377578735352,9.76155567169189,"Asiana Flight Review",5,"The trip from Seoul to New York was long, but I'd read your reviews and decided the business class product was worth the fare, which was more than competitive. I'd been looking forward to the Korean """"lunch"""" (at 10:30 am local time) for nearly a year. When the FA came back to tell me they had run out of that choice, I shared my considerable disappointment. She recommended another choice, which she brought, that was composed of food that had been set aside for the crew. It was the best meal I have ever had on any airline. I am nearly a Million Miler on United and am grateful that I chose to fly on Asiana. I would highly recommend Asiana to anyone flying a long-haul from the far east to the USA."
11.5528125762939,4.71705198287964,"Asian Airline Comparison",1,"They broke my Rimowa suitcase, and then told me they will not pay a compensation as it was my own fault, because the bag was 30kg. First of all, the official weight limit is 32kg and secondly, nobody at check-in told me it's too heavy! Wrote customer service, but they just answer they won't pay anything! NEVER AGAIN!"
9.42724800109863,5.57517051696777,"Asian Airline Comparison",2,"Purchased this ticket from this airline because i had such a great experience flying with Korean Airlines.  I was very wrong. Even though Asiana is currently owned by a korean company, it was like night and day.  First the plane was full.. of korean and chinese passenger and they were up all night and day talking, singing and walking around with raised voices.  I couldnt understand any of the announcement made over the PA system if anything was happening.  The passengers were out of control and rude.  The seat was very hard and very little leg room. After two hours i couldnt sit in my seat anymore.   The food was medicre and it was a mix of korean and american.  I will never fly this airline again. I would gladly pay extra and fly Korean Airlines."
8.29077816009521,8.1804666519165,"Airline Seating Review",1,"Business class Seoul to Seattle. Disappointing seats, no comforter only pillow and blanket. Young flight attendants do a good job while older ones look around and do nothing. The meal service was so rushed. They throw the plates on the tray instead of politely laying it down. Then they disappear until breakfast time. And by the way no champagne on the ground? What? Then what’s the point of business class? Make your wholw aircraft economy class then!"
5.01848840713501,6.9463586807251,"Flight Attendant Service",4,"This flight was amazing, The cabin crew was so nice, and provided me good service, the legroom was a pretty nice fit for me as a 5'8 person. The meal was awesome i was served a chicken a very nice hot meal"
